ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal,Abs_Mean_ROI_Signal
31,Right Amygdala,-2.328561364648176,-870.881950378418,2.328561364648176
32,Left Amygdala,-2.181852106730143,-818.1945400238037,2.181852106730143
48,Left Hippocampus,-1.1578787564354138,-1573.5572299957275,1.1578787564354138
117,Left Ent entorhinal area,-0.7601836049504826,-523.7665038108826,0.7601836049504826
116,Right Ent entorhinal area,-0.6437579597438778,-428.7428011894226,0.6437579597438778
47,Right Hippocampus,-0.5753914581722974,-838.3453545570374,0.5753914581722974
171,Left PHG parahippocampal gyrus,-0.32493132968393323,-386.99321365356445,0.32493132968393323
207,Left TTG transverse temporal gyrus,0.12919711996112349,87.33725309371948,0.12919711996112349
200,Right STG superior temporal gyrus,-0.09943152238406139,-310.12691831588745,0.09943152238406139
173,Left PIns posterior insula,0.04649241832335204,44.121304988861084,0.04649241832335204
59,Right Thalamus Proper,-0.039950939644140544,-119.45330953598022,0.039950939644140544
202,Right TMP temporal pole,-0.03965647446565999,-141.85120916366577,0.03965647446565999
203,Left TMP temporal pole,-0.024234452226140478,-86.08077430725098,0.024234452226140478
154,Right MTG middle temporal gyrus,-0.02095881827381016,-136.08560705184937,0.02095881827381016
58,Left Putamen,-0.019788206795047475,-34.23359775543213,0.019788206795047475
153,Left MSFG superior frontal gyrus medial segment,0.018791475162417033,56.33684253692627,0.018791475162417033
175,Left PO parietal operculum,0.011924061700219252,12.889910697937012,0.011924061700219252
60,Left Thalamus Proper,-0.011675439488520348,-36.742608070373535,0.011675439488520348
132,Right ITG inferior temporal gyrus,-0.010876263440276684,-54.2508020401001,0.010876263440276684
195,Left SMG supramarginal gyrus,-0.008770886743538866,-35.1361722946167,0.008770886743538866
109,Left Calc calcarine cortex,0.00836003225532163,13.493092060089111,0.00836003225532163
167,Left PCgG posterior cingulate gyrus,-0.007088684311685374,-13.305460453033447,0.007088684311685374
107,Left AnG angular gyrus,-0.0065020845748820005,-26.827600955963135,0.0065020845748820005
35,Brain Stem,0.006312473738971713,43.70756816864014,0.006312473738971713
196,Right SOG superior occipital gyrus,0.005040761323003044,8.619701862335205,0.005040761323003044
170,Right PHG parahippocampal gyrus,-0.003974574776582939,-4.27266788482666,0.003974574776582939
190,Right SFG superior frontal gyrus,0.002558923500860559,17.556774139404297,0.002558923500860559
100,Right ACgG anterior cingulate gyrus,0.002404533343368702,4.280069351196289,0.002404533343368702
155,Left MTG middle temporal gyrus,-0.0013614274231404419,-8.729472637176514,0.0013614274231404419
168,Right PCu precuneus,-0.0008659912989689753,-4.390575885772705,0.0008659912989689753
198,Right SPL superior parietal lobule,0.0008127206528747756,4.265970706939697,0.0008127206528747756
191,Left SFG superior frontal gyrus,0.0006300667194461403,4.303355693817139,0.0006300667194461403
142,Right MFG middle frontal gyrus,-0.0004628169165261962,-4.308825492858887,0.0004628169165261962
115,Left Cun cuneus,0.0,0.0,0.0
113,Left CO central operculum,0.0,0.0,0.0
101,Left ACgG anterior cingulate gyrus,0.0,0.0,0.0
76,Right Basal Forebrain,0.0,0.0,0.0
75,Left Basal Forebrain,0.0,0.0,0.0
57,Right Putamen,0.0,0.0,0.0
37,Left Caudate,0.0,0.0,0.0
105,Left AOrG anterior orbital gyrus,0.0,0.0,0.0
102,Right AIns anterior insula,0.0,0.0,0.0
104,Right AOrG anterior orbital gyrus,0.0,0.0,0.0
108,Right Calc calcarine cortex,0.0,0.0,0.0
106,Right AnG angular gyrus,0.0,0.0,0.0
112,Right CO central operculum,0.0,0.0,0.0
36,Right Caudate,0.0,0.0,0.0
56,Left Pallidum,0.0,0.0,0.0
55,Right Pallidum,0.0,0.0,0.0
30,Left Accumbens Area,0.0,0.0,0.0
23,Right Accumbens Area,0.0,0.0,0.0
139,Left MCgG middle cingulate gyrus,0.0,0.0,0.0
138,Right MCgG middle cingulate gyrus,0.0,0.0,0.0
137,Left LOrG lateral orbital gyrus,0.0,0.0,0.0
136,Right LOrG lateral orbital gyrus,0.0,0.0,0.0
135,Left LiG lingual gyrus,0.0,0.0,0.0
134,Right LiG lingual gyrus,0.0,0.0,0.0
133,Left ITG inferior temporal gyrus,0.0,0.0,0.0
129,Left IOG inferior occipital gyrus,0.0,0.0,0.0
123,Left FuG fusiform gyrus,0.0,0.0,0.0
128,Right IOG inferior occipital gyrus,0.0,0.0,0.0
125,Left GRe gyrus rectus,0.0,0.0,0.0
124,Right GRe gyrus rectus,0.0,0.0,0.0
121,Left FRP frontal pole,0.0,0.0,0.0
122,Right FuG fusiform gyrus,0.0,0.0,0.0
120,Right FRP frontal pole,0.0,0.0,0.0
119,Left FO frontal operculum,0.0,0.0,0.0
103,Left AIns anterior insula,0.0,0.0,0.0
118,Right FO frontal operculum,0.0,0.0,0.0
114,Right Cun cuneus,0.0,0.0,0.0
149,Left MPoG postcentral gyrus medial segment,0.0,0.0,0.0
148,Right MPoG postcentral gyrus medial segment,0.0,0.0,0.0
156,Right OCP occipital pole,0.0,0.0,0.0
150,Right MPrG precentral gyrus medial segment,0.0,0.0,0.0
