ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal
32,Left Amygdala,2.7289696270599962e-05,0.010233636101474985
117,Left Ent entorhinal area,1.4482450911252123e-05,0.009978408677852713
31,Right Amygdala,1.1489876557793967e-05,0.004297213832614943
48,Left Hippocampus,7.16095395127347e-06,0.009731736419780646
171,Left PHG parahippocampal gyrus,7.060972878548741e-06,0.00840961869835155
47,Right Hippocampus,5.727754219273117e-06,0.008345337897480931
200,Right STG superior temporal gyrus,3.1616873200490126e-06,0.00986130275123287
195,Left SMG supramarginal gyrus,3.017416194518256e-06,0.012087769275240134
203,Left TMP temporal pole,2.846196171991356e-06,0.010109688802913297
35,Brain Stem,2.595918726871489e-06,0.01797414126485819
164,Right OrIFG orbital part of the inferior frontal gyrus,2.4563400709654685e-06,0.0014639786822954193
55,Right Pallidum,2.3191052786006876e-06,0.0013079753771307878
197,Left SOG superior occipital gyrus,2.1787524382390952e-06,0.0031461185208172537
178,Right POrG posterior orbital gyrus,2.1237240576032382e-06,0.0021343426778912544
153,Left MSFG superior frontal gyrus medial segment,2.110235449080458e-06,0.006326485876343213
113,Left CO central operculum,1.8641359004799368e-06,0.0032417323309346102
100,Right ACgG anterior cingulate gyrus,1.8383161536956814e-06,0.0032722027535783127
166,Right PCgG posterior cingulate gyrus,1.7605088368265606e-06,0.0029013185630901717
187,Left SCA subcallosal area,1.5208013436811242e-06,0.0007315054463106208
193,Left SMC supplementary motor cortex,1.4881249584504232e-06,0.003590845524740871
139,Left MCgG middle cingulate gyrus,1.2503679256400907e-06,0.002663283681613393
145,Left MOG middle occipital gyrus,1.1330755565085368e-06,0.0030128479047561996
155,Left MTG middle temporal gyrus,1.121514255888089e-06,0.007191149408754427
128,Right IOG inferior occipital gyrus,1.099311485166415e-06,0.00288239471410634
167,Left PCgG posterior cingulate gyrus,1.094183764486441e-06,0.00205378292594105
116,Right Ent entorhinal area,1.009228252040155e-06,0.0006721460158587433
109,Left Calc calcarine cortex,9.991512784608577e-07,0.0016126301634358242
120,Right FRP frontal pole,9.504920588791674e-07,0.001516034833912272
143,Left MFG middle frontal gyrus,9.023898692491154e-07,0.008459905024210457
58,Left Putamen,8.979682727162376e-07,0.001553485111799091
198,Right SPL superior parietal lobule,8.21747009189181e-07,0.004313350051234011
161,Left OFuG occipital fusiform gyrus,7.846668421003159e-07,0.0012829302868340164
162,Right OpIFG opercular part of the inferior frontal gyrus,7.784927992647743e-07,0.0011365994869265705
196,Right SOG superior occipital gyrus,7.699922728624565e-07,0.0013166867865948007
177,Left PoG postcentral gyrus,7.272932392765088e-07,0.003946293116314337
132,Right ITG inferior temporal gyrus,7.147497037882524e-07,0.0035651715224958025
201,Left STG superior temporal gyrus,7.06856797924388e-07,0.0020930029786541127
165,Left OrIFG orbital part of the inferior frontal gyrus,6.84759420185963e-07,0.0004088013738510199
108,Right Calc calcarine cortex,6.557458503519444e-07,0.0009521429747110233
151,Left MPrG precentral gyrus medial segment,6.538494265565101e-07,0.000815350234915968
156,Right OCP occipital pole,6.326100462923872e-07,0.0008331474309670739
170,Right PHG parahippocampal gyrus,6.249149432839003e-07,0.0006717835640301928
199,Left SPL superior parietal lobule,6.02439176525172e-07,0.0031477446973440237
138,Right MCgG middle cingulate gyrus,5.950669179846465e-07,0.001225242784130387
59,Right Thalamus Proper,5.790598340679807e-07,0.0017313889038632624
118,Right FO frontal operculum,5.631485330322159e-07,0.00048149199574254453
60,Left Thalamus Proper,5.478102775119851e-07,0.0017239589433302172
183,Left PrG precentral gyrus,5.21623331814356e-07,0.0031354778475360945
207,Left TTG transverse temporal gyrus,5.090491787307295e-07,0.00034411724482197315
175,Left PO parietal operculum,4.883095866308706e-07,0.000527862663147971
154,Right MTG middle temporal gyrus,4.862702786871535e-07,0.003157352919515688
