ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal,Abs_Mean_ROI_Signal
31,Right Amygdala,-4.49691888737806,-1681.8476638793945,4.49691888737806
32,Left Amygdala,-2.8899794832865395,-1083.7423062324524,2.8899794832865395
116,Right Ent entorhinal area,-2.4435024368870364,-1627.3726229667664,2.4435024368870364
117,Left Ent entorhinal area,-1.438785581353441,-991.3232655525208,1.438785581353441
48,Left Hippocampus,-0.9953310677371892,-1352.65492105484,0.9953310677371892
47,Right Hippocampus,-0.9298555250436211,-1354.799499988556,0.9298555250436211
171,Left PHG parahippocampal gyrus,-0.4484984528407842,-534.161657333374,0.4484984528407842
170,Right PHG parahippocampal gyrus,-0.12060767062874728,-129.65324592590332,0.12060767062874728
100,Right ACgG anterior cingulate gyrus,0.08553815129097928,152.25790929794312,0.08553815129097928
202,Right TMP temporal pole,-0.07131596747343187,-255.09721565246582,0.07131596747343187
207,Left TTG transverse temporal gyrus,0.050699256580962235,34.27269744873047,0.050699256580962235
35,Brain Stem,0.048140721469859316,333.3263554573059,0.048140721469859316
151,Left MPrG precentral gyrus medial segment,0.03820661286305884,47.643646240234375,0.03820661286305884
193,Left SMC supplementary motor cortex,0.036970942039189374,89.21088314056396,0.036970942039189374
187,Left SCA subcallosal area,0.03653867428119366,17.57510232925415,0.03653867428119366
59,Right Thalamus Proper,-0.03382889498835025,-101.14839601516724,0.03382889498835025
60,Left Thalamus Proper,-0.02841967645432406,-89.43672180175781,0.02841967645432406
186,Right SCA subcallosal area,0.027002998234070454,13.09645414352417,0.027002998234070454
198,Right SPL superior parietal lobule,0.019832578652880264,104.1012053489685,0.019832578652880264
195,Left SMG supramarginal gyrus,-0.011575521496731344,-46.37153911590576,0.011575521496731344
167,Left PCgG posterior cingulate gyrus,-0.01139873510735684,-21.39542579650879,0.01139873510735684
143,Left MFG middle frontal gyrus,-0.009714556274414062,-91.07396507263184,0.009714556274414062
181,Left PP planum polare,0.00964592071823684,8.613807201385498,0.00964592071823684
153,Left MSFG superior frontal gyrus medial segment,0.00850617066473067,25.50149965286255,0.00850617066473067
58,Left Putamen,-0.007766090514342909,-13.435336589813232,0.007766090514342909
146,Right MOrG medial orbital gyrus,0.007762492071169939,13.824998378753662,0.007762492071169939
155,Left MTG middle temporal gyrus,-0.007719738291563723,-49.49896192550659,0.007719738291563723
203,Left TMP temporal pole,-0.006105226573643384,-21.6857647895813,0.006105226573643384
137,Left LOrG lateral orbital gyrus,0.0048557231300755555,4.1516432762146,0.0048557231300755555
177,Left PoG postcentral gyrus,0.004813311770530895,26.117029666900635,0.004813311770530895
201,Left STG superior temporal gyrus,-0.0030610486487607945,-9.063765048980713,0.0030610486487607945
121,Left FRP frontal pole,0.002985842127674236,4.189136505126953,0.002985842127674236
168,Right PCu precuneus,0.0027500317176653317,13.942660808563232,0.0027500317176653317
106,Right AnG angular gyrus,-0.0026795993143609916,-12.67450475692749,0.0026795993143609916
132,Right ITG inferior temporal gyrus,-0.0026259288466636333,-13.098133087158203,0.0026259288466636333
161,Left OFuG occipital fusiform gyrus,-0.0025656160593761947,-4.194782257080078,0.0025656160593761947
166,Right PCgG posterior cingulate gyrus,-0.0025341496305558288,-4.176278591156006,0.0025341496305558288
190,Right SFG superior frontal gyrus,0.0025283196736591374,17.346801280975342,0.0025283196736591374
102,Right AIns anterior insula,-0.0024602525816189024,-4.374329090118408,0.0024602525816189024
152,Right MSFG superior frontal gyrus medial segment,0.0023926411667621254,8.505839347839355,0.0023926411667621254
112,Right CO central operculum,0.0023567676544189453,4.180905818939209,0.0023567676544189453
138,Right MCgG middle cingulate gyrus,0.0020667192367398086,4.255374908447266,0.0020667192367398086
139,Left MCgG middle cingulate gyrus,0.002025766775641643,4.314883232116699,0.002025766775641643
192,Right SMC supplementary motor cortex,0.001888839277424011,4.395328998565674,0.001888839277424011
145,Left MOG middle occipital gyrus,-0.0015754627975228586,-4.189155578613281,0.0015754627975228586
123,Left FuG fusiform gyrus,-0.0013748971319912573,-4.315802097320557,0.0013748971319912573
183,Left PrG precentral gyrus,-0.0007375852971639396,-4.433625221252441,0.0007375852971639396
37,Left Caudate,0.0,0.0,0.0
76,Right Basal Forebrain,0.0,0.0,0.0
101,Left ACgG anterior cingulate gyrus,0.0,0.0,0.0
57,Right Putamen,0.0,0.0,0.0
136,Right LOrG lateral orbital gyrus,0.0,0.0,0.0
133,Left ITG inferior temporal gyrus,0.0,0.0,0.0
134,Right LiG lingual gyrus,0.0,0.0,0.0
135,Left LiG lingual gyrus,0.0,0.0,0.0
124,Right GRe gyrus rectus,0.0,0.0,0.0
125,Left GRe gyrus rectus,0.0,0.0,0.0
