ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal
31,Right Amygdala,1.3866573769778492,518.6098589897156
32,Left Amygdala,1.1388472175598146,427.0677065849304
47,Right Hippocampus,0.27003803429901396,393.44541597366333
48,Left Hippocampus,0.1977577739291721,268.7528147697449
117,Left Ent entorhinal area,0.11657788895384148,80.32216548919678
171,Left PHG parahippocampal gyrus,0.04649434421965297,55.37476396560669
116,Right Ent entorhinal area,0.03346980656231488,22.29089117050171
59,Right Thalamus Proper,0.01685380521027938,50.39287757873535
200,Right STG superior temporal gyrus,0.007125454095740775,22.22429132461548
58,Left Putamen,0.006595181867566412,11.409664630889893
153,Left MSFG superior frontal gyrus medial segment,0.0018531547696531575,5.555757999420166
154,Right MTG middle temporal gyrus,0.0016864086728644596,10.949851512908936
55,Right Pallidum,0.0,0.0
57,Right Putamen,0.0,0.0
60,Left Thalamus Proper,0.0,0.0
56,Left Pallidum,0.0,0.0
36,Right Caudate,0.0,0.0
30,Left Accumbens Area,0.0,0.0
23,Right Accumbens Area,0.0,0.0
101,Left ACgG anterior cingulate gyrus,0.0,0.0
100,Right ACgG anterior cingulate gyrus,0.0,0.0
102,Right AIns anterior insula,0.0,0.0
103,Left AIns anterior insula,0.0,0.0
106,Right AnG angular gyrus,0.0,0.0
107,Left AnG angular gyrus,0.0,0.0
104,Right AOrG anterior orbital gyrus,0.0,0.0
105,Left AOrG anterior orbital gyrus,0.0,0.0
109,Left Calc calcarine cortex,0.0,0.0
108,Right Calc calcarine cortex,0.0,0.0
112,Right CO central operculum,0.0,0.0
113,Left CO central operculum,0.0,0.0
115,Left Cun cuneus,0.0,0.0
114,Right Cun cuneus,0.0,0.0
118,Right FO frontal operculum,0.0,0.0
119,Left FO frontal operculum,0.0,0.0
120,Right FRP frontal pole,0.0,0.0
121,Left FRP frontal pole,0.0,0.0
122,Right FuG fusiform gyrus,0.0,0.0
123,Left FuG fusiform gyrus,0.0,0.0
124,Right GRe gyrus rectus,0.0,0.0
125,Left GRe gyrus rectus,0.0,0.0
128,Right IOG inferior occipital gyrus,0.0,0.0
129,Left IOG inferior occipital gyrus,0.0,0.0
132,Right ITG inferior temporal gyrus,0.0,0.0
133,Left ITG inferior temporal gyrus,0.0,0.0
134,Right LiG lingual gyrus,0.0,0.0
135,Left LiG lingual gyrus,0.0,0.0
75,Left Basal Forebrain,0.0,0.0
76,Right Basal Forebrain,0.0,0.0
37,Left Caudate,0.0,0.0
35,Brain Stem,0.0,0.0
139,Left MCgG middle cingulate gyrus,0.0,0.0
138,Right MCgG middle cingulate gyrus,0.0,0.0
137,Left LOrG lateral orbital gyrus,0.0,0.0
136,Right LOrG lateral orbital gyrus,0.0,0.0
144,Right MOG middle occipital gyrus,0.0,0.0
145,Left MOG middle occipital gyrus,0.0,0.0
142,Right MFG middle frontal gyrus,0.0,0.0
140,Right MFC medial frontal cortex,0.0,0.0
147,Left MOrG medial orbital gyrus,0.0,0.0
146,Right MOrG medial orbital gyrus,0.0,0.0
148,Right MPoG postcentral gyrus medial segment,0.0,0.0
149,Left MPoG postcentral gyrus medial segment,0.0,0.0
151,Left MPrG precentral gyrus medial segment,0.0,0.0
150,Right MPrG precentral gyrus medial segment,0.0,0.0
152,Right MSFG superior frontal gyrus medial segment,0.0,0.0
141,Left MFC medial frontal cortex,0.0,0.0
155,Left MTG middle temporal gyrus,0.0,0.0
156,Right OCP occipital pole,0.0,0.0
160,Right OFuG occipital fusiform gyrus,0.0,0.0
157,Left OCP occipital pole,0.0,0.0
162,Right OpIFG opercular part of the inferior frontal gyrus,0.0,0.0
163,Left OpIFG opercular part of the inferior frontal gyrus,0.0,0.0
164,Right OrIFG orbital part of the inferior frontal gyrus,0.0,0.0
161,Left OFuG occipital fusiform gyrus,0.0,0.0
165,Left OrIFG orbital part of the inferior frontal gyrus,0.0,0.0
166,Right PCgG posterior cingulate gyrus,0.0,0.0
168,Right PCu precuneus,0.0,0.0
167,Left PCgG posterior cingulate gyrus,0.0,0.0
169,Left PCu precuneus,0.0,0.0
170,Right PHG parahippocampal gyrus,0.0,0.0
172,Right PIns posterior insula,0.0,0.0
143,Left MFG middle frontal gyrus,0.0,0.0
173,Left PIns posterior insula,0.0,0.0
174,Right PO parietal operculum,0.0,0.0
176,Right PoG postcentral gyrus,0.0,0.0
175,Left PO parietal operculum,0.0,0.0
178,Right POrG posterior orbital gyrus,0.0,0.0
179,Left POrG posterior orbital gyrus,0.0,0.0
