ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal
31,Right Amygdala,4.551857763433201,1702.3948035240173
32,Left Amygdala,4.445286154429118,1666.9823079109192
116,Right Ent entorhinal area,1.6729834981866785,1114.2070097923279
48,Left Hippocampus,1.6170372275239497,2197.5535922050476
117,Left Ent entorhinal area,1.3444386331367215,926.3182182312012
47,Right Hippocampus,1.0410997208128585,1516.8822932243347
171,Left PHG parahippocampal gyrus,0.6249569737540884,744.3237557411194
100,Right ACgG anterior cingulate gyrus,0.5193259882123282,924.4002590179443
200,Right STG superior temporal gyrus,0.0472356809106688,147.32808876037598
202,Right TMP temporal pole,0.044702904231727604,159.90228843688965
178,Right POrG posterior orbital gyrus,0.04240460324643263,42.616626262664795
138,Right MCgG middle cingulate gyrus,0.04205546047920275,86.59219312667847
170,Right PHG parahippocampal gyrus,0.03648805928784747,39.224663734436035
59,Right Thalamus Proper,0.03329976745273756,99.5663046836853
60,Left Thalamus Proper,0.027055735659288687,85.1444001197815
58,Left Putamen,0.022896469810794545,39.61089277267456
55,Right Pallidum,0.01607072353363037,9.06388807296753
133,Left ITG inferior temporal gyrus,0.014166516887688815,69.74176263809204
132,Right ITG inferior temporal gyrus,0.013985738050679541,69.76086139678955
155,Left MTG middle temporal gyrus,0.012584938381287878,80.69462490081787
128,Right IOG inferior occipital gyrus,0.01141426492337504,29.928202629089355
193,Left SMC supplementary motor cortex,0.010854859595174272,26.192776203155518
57,Right Putamen,0.00793469059317322,13.242998600006104
203,Left TMP temporal pole,0.00748650863900915,26.592078685760498
165,Left OrIFG orbital part of the inferior frontal gyrus,0.007212312177597378,4.305750370025635
151,Left MPrG precentral gyrus medial segment,0.006855511149121172,8.548822402954102
167,Left PCgG posterior cingulate gyrus,0.0067903628422976425,12.745511054992676
153,Left MSFG superior frontal gyrus medial segment,0.005767016827543232,17.28951644897461
166,Right PCgG posterior cingulate gyrus,0.005457984301650409,8.994758129119873
168,Right PCu precuneus,0.00527968707639555,26.76801347732544
201,Left STG superior temporal gyrus,0.0049250909340860715,14.583194255828857
146,Right MOrG medial orbital gyrus,0.004880456694185834,8.69209337234497
124,Right GRe gyrus rectus,0.004496160630256899,4.181429386138916
