ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal
32,Left Amygdala,0.4357342207431793,163.40033277869225
31,Right Amygdala,0.42200403122659674,157.82950767874718
116,Right Ent entorhinal area,0.3146968342520453,209.58809161186218
117,Left Ent entorhinal area,0.29263074616043244,201.62258410453796
48,Left Hippocampus,0.10907336244958564,148.2306995689869
47,Right Hippocampus,0.08752711760564136,127.52701035141945
171,Left PHG parahippocampal gyrus,0.07977296610923498,95.00960263609886
202,Right TMP temporal pole,0.05209721192021859,186.3517270386219
203,Left TMP temporal pole,0.03645538824803389,129.48953905701637
170,Right PHG parahippocampal gyrus,0.03488933560460113,37.50603577494621
75,Left Basal Forebrain,0.02496961319206545,3.720472365617752
154,Right MTG middle temporal gyrus,0.024092584545469496,156.43315145373344
132,Right ITG inferior temporal gyrus,0.02121463438918711,105.8185963332653
200,Right STG superior temporal gyrus,0.018766943290089138,58.534096121788025
76,Right Basal Forebrain,0.015653013747974034,2.1444628834724426
133,Left ITG inferior temporal gyrus,0.01134294005712067,55.84129390120506
123,Left FuG fusiform gyrus,0.006527892711170922,20.491055220365524
100,Right ACgG anterior cingulate gyrus,0.004225040536917997,7.520572155714035
155,Left MTG middle temporal gyrus,0.0030172876572133003,19.34684845805168
103,Left AIns anterior insula,0.002922798934155958,5.313648462295532
58,Left Putamen,0.0016639158904896995,2.87857449054718
122,Right FuG fusiform gyrus,0.0015122569290107986,4.88458988070488
59,Right Thalamus Proper,0.0012578462976277074,3.760960429906845
60,Left Thalamus Proper,0.0007434419347704271,2.339611768722534
173,Left PIns posterior insula,0.0006840473670979571,0.6491609513759613
57,Right Putamen,0.0006068383347423866,1.0128131806850433
101,Left ACgG anterior cingulate gyrus,0.0005780475491717397,1.283843606710434
167,Left PCgG posterior cingulate gyrus,0.0003602171141096551,0.6761275231838226
181,Left PP planum polare,0.0003553401983331593,0.31731879711151123
146,Right MOrG medial orbital gyrus,0.000184011486124149,0.3277244567871094
102,Right AIns anterior insula,0.0001828242407606745,0.32506150007247925
201,Left STG superior temporal gyrus,0.00010927357169592231,0.323559045791626
195,Left SMG supramarginal gyrus,8.052682733750022e-05,0.3225904703140259
55,Right Pallidum,0.0,0.0
37,Left Caudate,0.0,0.0
119,Left FO frontal operculum,0.0,0.0
118,Right FO frontal operculum,0.0,0.0
114,Right Cun cuneus,0.0,0.0
36,Right Caudate,0.0,0.0
56,Left Pallidum,0.0,0.0
30,Left Accumbens Area,0.0,0.0
23,Right Accumbens Area,0.0,0.0
35,Brain Stem,0.0,0.0
109,Left Calc calcarine cortex,0.0,0.0
108,Right Calc calcarine cortex,0.0,0.0
112,Right CO central operculum,0.0,0.0
113,Left CO central operculum,0.0,0.0
106,Right AnG angular gyrus,0.0,0.0
107,Left AnG angular gyrus,0.0,0.0
104,Right AOrG anterior orbital gyrus,0.0,0.0
105,Left AOrG anterior orbital gyrus,0.0,0.0
139,Left MCgG middle cingulate gyrus,0.0,0.0
138,Right MCgG middle cingulate gyrus,0.0,0.0
137,Left LOrG lateral orbital gyrus,0.0,0.0
136,Right LOrG lateral orbital gyrus,0.0,0.0
135,Left LiG lingual gyrus,0.0,0.0
134,Right LiG lingual gyrus,0.0,0.0
128,Right IOG inferior occipital gyrus,0.0,0.0
129,Left IOG inferior occipital gyrus,0.0,0.0
120,Right FRP frontal pole,0.0,0.0
121,Left FRP frontal pole,0.0,0.0
125,Left GRe gyrus rectus,0.0,0.0
124,Right GRe gyrus rectus,0.0,0.0
115,Left Cun cuneus,0.0,0.0
145,Left MOG middle occipital gyrus,0.0,0.0
147,Left MOrG medial orbital gyrus,0.0,0.0
140,Right MFC medial frontal cortex,0.0,0.0
152,Right MSFG superior frontal gyrus medial segment,0.0,0.0
153,Left MSFG superior frontal gyrus medial segment,0.0,0.0
150,Right MPrG precentral gyrus medial segment,0.0,0.0
151,Left MPrG precentral gyrus medial segment,0.0,0.0
156,Right OCP occipital pole,0.0,0.0
157,Left OCP occipital pole,0.0,0.0
160,Right OFuG occipital fusiform gyrus,0.0,0.0
161,Left OFuG occipital fusiform gyrus,0.0,0.0
165,Left OrIFG orbital part of the inferior frontal gyrus,0.0,0.0
164,Right OrIFG orbital part of the inferior frontal gyrus,0.0,0.0
148,Right MPoG postcentral gyrus medial segment,0.0,0.0
149,Left MPoG postcentral gyrus medial segment,0.0,0.0
143,Left MFG middle frontal gyrus,0.0,0.0
144,Right MOG middle occipital gyrus,0.0,0.0
142,Right MFG middle frontal gyrus,0.0,0.0
141,Left MFC medial frontal cortex,0.0,0.0
172,Right PIns posterior insula,0.0,0.0
166,Right PCgG posterior cingulate gyrus,0.0,0.0
168,Right PCu precuneus,0.0,0.0
169,Left PCu precuneus,0.0,0.0
162,Right OpIFG opercular part of the inferior frontal gyrus,0.0,0.0
163,Left OpIFG opercular part of the inferior frontal gyrus,0.0,0.0
176,Right PoG postcentral gyrus,0.0,0.0
174,Right PO parietal operculum,0.0,0.0
182,Right PrG precentral gyrus,0.0,0.0
