ROI_ID,ROI_Name,Mean_ROI_Signal,Sum_ROI_Signal,Abs_Mean_ROI_Signal
31,Right Amygdala,-0.43847566882875516,-163.98990014195442,0.43847566882875516
32,Left Amygdala,-0.4384251445929209,-164.40942922234535,0.4384251445929209
116,Right Ent entorhinal area,-0.31184460240620393,-207.68850520253181,0.31184460240620393
117,Left Ent entorhinal area,-0.28101539758881566,-193.619608938694,0.28101539758881566
48,Left Hippocampus,-0.12479571628605644,-169.5973784327507,0.12479571628605644
47,Right Hippocampus,-0.09384032762778811,-136.7253573536873,0.09384032762778811
171,Left PHG parahippocampal gyrus,-0.08641012064255556,-102.91445368528366,0.08641012064255556
170,Right PHG parahippocampal gyrus,-0.060682737855024114,-65.23394319415092,0.060682737855024114
75,Left Basal Forebrain,-0.025352271811274075,-3.777488499879837,0.025352271811274075
202,Right TMP temporal pole,-0.022316068852451017,-79.82457828521729,0.022316068852451017
76,Right Basal Forebrain,-0.0216745029400735,-2.9694069027900696,0.0216745029400735
203,Left TMP temporal pole,-0.013660437377119387,-48.52187356352806,0.013660437377119387
132,Right ITG inferior temporal gyrus,-0.013496806329742086,-67.32206997275352,0.013496806329742086
133,Left ITG inferior temporal gyrus,-0.013089628668061945,-64.44024193286896,0.013089628668061945
100,Right ACgG anterior cingulate gyrus,0.008288268443573726,14.753117829561234,0.008288268443573726
154,Right MTG middle temporal gyrus,-0.005686335468740212,-36.9213761985302,0.005686335468740212
103,Left AIns anterior insula,-0.004763814974145921,-8.660615622997284,0.004763814974145921
200,Right STG superior temporal gyrus,-0.0029206531251917745,-9.109517097473145,0.0029206531251917745
123,Left FuG fusiform gyrus,-0.0025603228330840044,-8.03685337305069,0.0025603228330840044
146,Right MOrG medial orbital gyrus,0.0022179577740171798,3.950182795524597,0.0022179577740171798
59,Right Thalamus Proper,-0.0010503298961199246,-3.140486389398575,0.0010503298961199246
101,Left ACgG anterior cingulate gyrus,0.0010475961676807567,2.3267110884189606,0.0010475961676807567
122,Right FuG fusiform gyrus,-0.0009214439720561261,-2.9762640297412872,0.0009214439720561261
60,Left Thalamus Proper,-0.0006350243720396156,-1.99842169880867,0.0006350243720396156
167,Left PCgG posterior cingulate gyrus,-0.0005497085203435997,-1.0318028926849365,0.0005497085203435997
155,Left MTG middle temporal gyrus,-0.000413764535414005,-2.6530582010746,0.000413764535414005
166,Right PCgG posterior cingulate gyrus,-0.0004128061813636891,-0.6803045868873596,0.0004128061813636891
58,Left Putamen,-0.0003823345623953494,-0.6614387929439545,0.0003823345623953494
102,Right AIns anterior insula,-0.00019170307000120526,-0.34084805846214294,0.00019170307000120526
143,Left MFG middle frontal gyrus,-3.441417376200358e-05,-0.32263287901878357,3.441417376200358e-05
57,Right Putamen,0.0,0.0,0.0
37,Left Caudate,0.0,0.0,0.0
36,Right Caudate,0.0,0.0,0.0
55,Right Pallidum,0.0,0.0,0.0
35,Brain Stem,0.0,0.0,0.0
119,Left FO frontal operculum,0.0,0.0,0.0
118,Right FO frontal operculum,0.0,0.0,0.0
114,Right Cun cuneus,0.0,0.0,0.0
115,Left Cun cuneus,0.0,0.0,0.0
124,Right GRe gyrus rectus,0.0,0.0,0.0
56,Left Pallidum,0.0,0.0,0.0
23,Right Accumbens Area,0.0,0.0,0.0
30,Left Accumbens Area,0.0,0.0,0.0
109,Left Calc calcarine cortex,0.0,0.0,0.0
108,Right Calc calcarine cortex,0.0,0.0,0.0
112,Right CO central operculum,0.0,0.0,0.0
113,Left CO central operculum,0.0,0.0,0.0
106,Right AnG angular gyrus,0.0,0.0,0.0
107,Left AnG angular gyrus,0.0,0.0,0.0
104,Right AOrG anterior orbital gyrus,0.0,0.0,0.0
105,Left AOrG anterior orbital gyrus,0.0,0.0,0.0
139,Left MCgG middle cingulate gyrus,0.0,0.0,0.0
138,Right MCgG middle cingulate gyrus,0.0,0.0,0.0
137,Left LOrG lateral orbital gyrus,0.0,0.0,0.0
136,Right LOrG lateral orbital gyrus,0.0,0.0,0.0
135,Left LiG lingual gyrus,0.0,0.0,0.0
134,Right LiG lingual gyrus,0.0,0.0,0.0
128,Right IOG inferior occipital gyrus,0.0,0.0,0.0
129,Left IOG inferior occipital gyrus,0.0,0.0,0.0
120,Right FRP frontal pole,0.0,0.0,0.0
121,Left FRP frontal pole,0.0,0.0,0.0
125,Left GRe gyrus rectus,0.0,0.0,0.0
147,Left MOrG medial orbital gyrus,0.0,0.0,0.0
142,Right MFG middle frontal gyrus,0.0,0.0,0.0
145,Left MOG middle occipital gyrus,0.0,0.0,0.0
148,Right MPoG postcentral gyrus medial segment,0.0,0.0,0.0
149,Left MPoG postcentral gyrus medial segment,0.0,0.0,0.0
152,Right MSFG superior frontal gyrus medial segment,0.0,0.0,0.0
153,Left MSFG superior frontal gyrus medial segment,0.0,0.0,0.0
150,Right MPrG precentral gyrus medial segment,0.0,0.0,0.0
151,Left MPrG precentral gyrus medial segment,0.0,0.0,0.0
156,Right OCP occipital pole,0.0,0.0,0.0
157,Left OCP occipital pole,0.0,0.0,0.0
160,Right OFuG occipital fusiform gyrus,0.0,0.0,0.0
161,Left OFuG occipital fusiform gyrus,0.0,0.0,0.0
165,Left OrIFG orbital part of the inferior frontal gyrus,0.0,0.0,0.0
164,Right OrIFG orbital part of the inferior frontal gyrus,0.0,0.0,0.0
163,Left OpIFG opercular part of the inferior frontal gyrus,0.0,0.0,0.0
162,Right OpIFG opercular part of the inferior frontal gyrus,0.0,0.0,0.0
169,Left PCu precuneus,0.0,0.0,0.0
144,Right MOG middle occipital gyrus,0.0,0.0,0.0
141,Left MFC medial frontal cortex,0.0,0.0,0.0
140,Right MFC medial frontal cortex,0.0,0.0,0.0
173,Left PIns posterior insula,0.0,0.0,0.0
172,Right PIns posterior insula,0.0,0.0,0.0
168,Right PCu precuneus,0.0,0.0,0.0
174,Right PO parietal operculum,0.0,0.0,0.0
178,Right POrG posterior orbital gyrus,0.0,0.0,0.0
175,Left PO parietal operculum,0.0,0.0,0.0
176,Right PoG postcentral gyrus,0.0,0.0,0.0
177,Left PoG postcentral gyrus,0.0,0.0,0.0
182,Right PrG precentral gyrus,0.0,0.0,0.0
183,Left PrG precentral gyrus,0.0,0.0,0.0
184,Right PT planum temporale,0.0,0.0,0.0
185,Left PT planum temporale,0.0,0.0,0.0
186,Right SCA subcallosal area,0.0,0.0,0.0
179,Left POrG posterior orbital gyrus,0.0,0.0,0.0
180,Right PP planum polare,0.0,0.0,0.0
181,Left PP planum polare,0.0,0.0,0.0
191,Left SFG superior frontal gyrus,0.0,0.0,0.0
190,Right SFG superior frontal gyrus,0.0,0.0,0.0
187,Left SCA subcallosal area,0.0,0.0,0.0
192,Right SMC supplementary motor cortex,0.0,0.0,0.0
196,Right SOG superior occipital gyrus,0.0,0.0,0.0
193,Left SMC supplementary motor cortex,0.0,0.0,0.0
194,Right SMG supramarginal gyrus,0.0,0.0,0.0
